EVTOPTA1000109035;Oh well. Thank you, nevertheless, my good man.;;;;;;;;;;;x
EVTOPTA1000109035;Oh well. Thank you, nevertheless, my good man.;Oh, eh bien. Merci quand même, mon brave homme.;;;;;;;;;;x;;
EVTOPTA1000109037;I am sorry for your loss.;;;;;;;;;;;x
EVTOPTA1000109037;I am sorry for your loss.;Toutes mes condoléances.;;;;;;;;;;x;;
EVTOPTA1000109107;They will regret this!;;;;;;;;;x
EVTOPTAjewmod.100;We'll find jobs for them.;;;;;;;;;;;;;x
EVTOPTB1000109021;I don’t like them either, but we need them for now.;;;;;;;;;;;x
EVTOPTB1000109021;I don’t like them either, but we need them for now.;Je ne les aime pas non plus, mais on en a besoin pour l'instant.;;;;;;;;;;x;;
EVTOPTB1000109026;It sounds terrible, actually.;;;;;;;;;;;x
EVTOPTB1000109026;It sounds terrible, actually.;Ça a l'air terrible, en fait.;;;;;;;;;;x;;
EVTOPTB1000109028;No. Be thankful I don’t treat you like the Christians do.;;;;;;;;;;;x
EVTOPTB1000109028;No. Be thankful I don’t treat you like the Christians do.;Non. Sois reconnaissant que je ne te traite pas comme les chrétiens.;;;;;;;;;;x;;
EVTOPTB1000109029;Perhaps I shouldn’t be so hardheaded about these matters...;;;;;;;;;;;x
EVTOPTB1000109029;Perhaps I shouldn’t be so hardheaded about these matters...;Peut-être que je ne devrais pas être si intransigeant sur ces questions ...;;;;;;;;;;x;;
EVTOPTB1000109031;I can help provide him a temporary home in the city.;;;;;;;;;;;x
EVTOPTB1000109031;I can help provide him a temporary home in the city.;Je peux l'aider à lui trouver un foyer temporaire en ville.;;;;;;;;;;x;;
EVTOPTB1000109033;No! I don’t want that sort of man near me!;;;;;;;;;;;x
EVTOPTB1000109033;No! I don’t want that sort of man near me!;Non ! Je ne veux pas de ce genre d'homme près de moi !;;;;;;;;;;x;;
EVTOPTB1000109034;Please give the physician this gift along with payment.;;;;;;;;;;;x
EVTOPTB1000109034;Please give the physician this gift along with payment.;S'il vous plaît, donner au médecin ce cadeau avec le paiement.;;;;;;;;;;x;;
EVTOPTB1000109035;Fool! Get out! I knew I should have never trusted you!;;;;;;;;;;;x
EVTOPTB1000109035;Fool! Get out! I knew I should have never trusted you!;Imbécile ! Sors de là ! Je savais que je n'aurais jamais dû vous faire confiance !;;;;;;;;;;x;;
EVTOPTB1000109037;You should think about converting now, before it’s too late!;;;;;;;;;;;x
EVTOPTB1000109037;You should think about converting now, before it’s too late!;Vous devriez penser à vous convertir maintenant, avant qu'il ne soit trop tard !;;;;;;;;;;x;;
EVTOPTC1000109021;Don’t disrespect any of my subjects, even if they are Jews.;;;;;;;;;;;x
EVTOPTC1000109021;Don’t disrespect any of my subjects, even if they are Jews.;Ne manquez pas de respect à aucun de mes sujets, même s'ils sont juifs.;;;;;;;;;;x;;
EVTOPTC1000109026;Actually, I should not be deceived by the music of the Jews.;;;;;;;;;;;x
EVTOPTC1000109026;Actually, I should not be deceived by the music of the Jews.;En fait, je ne devrais pas être trompé par la musique des Juifs.;;;;;;;;;;x;;
EVTOPTC1000109029;We’re all children of God, after all...;;;;;;;;;;;x
EVTOPTC1000109029;We’re all children of God, after all...;Nous sommes tous enfants de Dieu, après tout ...;;;;;;;;;;x;;
EVTOPTC1000109031;I already have enough of your kind here!;;;;;;;;;;;x
EVTOPTC1000109031;I already have enough of your kind here!;J'en ai déjà assez de votre espèce !;;;;;;;;;;x;;
EVTOPTC1000109034;Request the physician that he stay in my court.;;;;;;;;;;;x
EVTOPTC1000109034;Request the physician that he stay in my court.;Demandez au médecin de rester dans ma cour.;;;;;;;;;;x;;
EVTOPTC1000109035;Imprison and torture the man! He must be trying to kill me!;;;;;;;;;;;x
EVTOPTC1000109035;Imprison and torture the man! He must be trying to kill me!;Emprisonnez et torturez l'homme ! Il a essayé de me tuer !;;;;;;;;;;x;;
EVTOPTC1000109037;You should have no more tza’ar and only have simchas.;;;;;;;;;;;x
EVTOPTC1000109037;You should have no more tza’ar and only have simchas.;Vous ne devriez plus avoir de tza'ar et seulement des simchas.;;;;;;;;;;x;;
EVTOPTD1000109026;Wait, I do understand your language. The song is sad, indeed...;;;;;;;;;;;x
EVTOPTD1000109026;Wait, I do understand your language. The song is sad, indeed...;Attendez, je comprends votre langage. La chanson est triste, en effet ...;;;;;;;;;;x;;
EVTOPTD1000109029;As a just ruler, I must treat all subjects equally, based on their merits.;;;;;;;;;;;x
EVTOPTD1000109029;As a just ruler, I must treat all subjects equally, based on their merits.;En tant que dirigeant juste, je dois traiter tous les sujets sur un pied d'égalité, en fonction de leurs mérites.;;;;;;;;;;x;;
EVTTOOLTIP1000109023;Debate ends well;;;;;;;;;;;x
EVTTOOLTIP1000109023;Debate ends well;Le débat se termine bien;;;;;;;;;;x;;
EVTTOOLTIP1000109024;Debate ends badly;;;;;;;;;;;x
EVTTOOLTIP1000109024;Debate ends badly;Le débat se termine mal;;;;;;;;;;x;;
EXILARCH;Exilarch;;;;;;;;;;;;;x
GOD_ADONAI;Adonai;;;;;;;;;;;;;x
GOD_HASHEM;HaShem;;;;;;;;;;;;;x
GOD_SHEMA;Shema;;;;;;;;;;;;;x
HOLY_WAR_JEWISH;Milkhemet Reshut;;;;;;;;;;;;;x
KOHEN_GADOL;Kohen Gadol;;;;;;;;;;;;;x
KOHEN_GADOL_FOA;Your Holiness;;;;;;;;;;;;;x
THE_TORAH;The Torah;;;;;;;;;;;;;x
VIETjewish.0.a;So begins a new chapter in the history of the Jewish people...;;;;;;;;;;;;;x
VIETjewish.0.desc;You have done the impossible and restored the holy land to Jewish rule. Someday, perhaps soon, Jews all over the world will speak your name in awe and honor you as a hero in the vein of Moses, David, or Judah Maccabee. The future of this new Kingdom of Israel is far from certain, for we are surrounded by enemeies near and far, but at least we know that today, [Root.Religion.GetRandomGodName] has delivered.;;;;;;;;;;;;;x
VIETjewish.0.name;Israel Restored;;;;;;;;;;;;;x
VIETjewish.1.a;Only time will tell what happens next.;;;;;;;;;;;;;x
VIETjewish.1.desc;We have successfully conquered Israel from the heathen Jews. The Kingdom of Israel, as a concept, is not relevant to our people, so it shall now be known as the Kingdom of Jerusalem again. Shall the Jews reclaim the now-destroyed Israel, or shall Israel once again fade away, a distant memory kept alive by the dreams of the Jewish people?;;;;;;;;;;;;;x
VIETjewish.1.name;The Jews Lose Israel;;;;;;;;;;;;;x
VIETjewish.2.a;We shall one day reclaim Israel, somehow.;;;;;;;;;;;;;x
VIETjewish.2.desc;Tragedy descends once more upon the Chosen People! We Jews remember when Jerusalem was sacked - first by the Babylonians and second by the Romans. Now, it seems that history has repeated itself as the Kingdom of Israel falls to our enemies.\n\nWhat injustice have we done in the past to deserve this? Surely, the ways of Yahweh are mysterious, but to lose Israel again is shocking and catastrophic indeed. Still, we have survived terrible situations before, and we shall survive this one as well.;;;;;;;;;;;;;x
VIETjewish.2.name;Israel Lost!;;;;;;;;;;;;;x
VIETjewish.3.a;We will set aside some funding and support as soon as we can!;;;;;;;;;;;;;x
VIETjewish.3.desc;Some Jews ‘making aliyah,’ or returning to Israel, have considerable military experience. Some of these men wish to form a special military unit, the "Shield of the Third Temple" - utilizing their diverse backgrounds and abilities, this ragtag band of unlikely heroes can defend Israel from its enemies. They now simply need our support.;;;;;;;;;;;;;x
VIETjewish.3.name;Defenders of Israel?;;;;;;;;;;;;;x
VIETjewish.4.a;Very well. As long as they aren’t useless schmucks!;;;;;;;;;;;;;x
VIETjewish.4.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.4.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Ashkenazi Jews, having recently arrived in Israel from parts of Europe, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.5.a;They can certainly stay with us, their skills will be of most use.;;;;;;;;;;;;;x
VIETjewish.5.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.5.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Sephardic Jews, having recently arrived in Israel from Iberia and North Africa, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.6.a;Good. May they find themselves welcome here.;;;;;;;;;;;;;x
VIETjewish.6.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.6.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Mizrahi Jews, having recently arrived in Israel from parts of the Middle East, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.7.a;I see. I think there is a place for them at my court.;;;;;;;;;;;;;x
VIETjewish.7.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.7.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Crimean Jews, having recently arrived in Israel from the steppe regions such as Crimea, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.8.a;Hopefully their skills can help us. Welcome them!;;;;;;;;;;;;;x
VIETjewish.8.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.8.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Bukhari Jews, having recently arrived in Israel from Central Asia, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.9.a;It is a long and arduous journey from India! Let’s welcome them.;;;;;;;;;;;;;x
VIETjewish.9.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.9.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Indian Jews, having recently arrived in Israel from India, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.10.a;Amazing that we Jews have reached as far as China. Welcome them!;;;;;;;;;;;;;x
VIETjewish.10.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.10.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Chinese Jews, having recently arrived in Israel from China, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.11.a;Alright. I will accept them into my court.;;;;;;;;;;;;;x
VIETjewish.11.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.11.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Falashim or Ethiopian Jews, having recently arrived in Israel from East Africa, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.12.a;Interesting. I will take them in.;;;;;;;;;;;;;x
VIETjewish.12.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.12.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Romaniote Jews, having recently arrived in Israel from the Balkans and Anatolia, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.13.a;I gladly welcome them into my court.;;;;;;;;;;;;;x
VIETjewish.13.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.13.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Maghreb Jews, having recently arrived in Israel from North and West Africa, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.14.a;Interesting.;;;;;;;;;;;;;x
VIETjewish.14.desc;My relative, who has recently restored Israel to the Jewish people, now claims descent from David. Being part of this dynasty, I too can now proudly proclaim my descent from such an illustrious figure.;;;;;;;;;;;;;x
VIETjewish.15.a;Yes, I think it’s important we find this “proof.”;;;;;;;;;;;;;x
VIETjewish.15.b;No, I cannot fabricate such a thing, it goes against my conscience.;;;;;;;;;;;;;x
VIETjewish.15.desc;My dynasty has done the impossible. We have restored Israel to the Jewish people. Many of my advisors, however, believe it is important I find “proof” that I am descended from King David. It would legitimize my rule even more.;;;;;;;;;;;;;x
VIETjewish.15.title;The House of David;;;;;;;;;;;;;x
VIETjewish.16.a;Welcome! Welcome!;;;;;;;;;;;;;x
VIETjewish.16.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.16.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Caucasian Jews, having recently arrived in Israel from the Caucasus region, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.17.a;They are unique Jews indeed - let us welcome them!;;;;;;;;;;;;;x
VIETjewish.17.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.17.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Yemenite Jews, having recently arrived in Israel from the southern parts of the Arabian peninsula, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
VIETjewish.18.a;Good, good. Let them stay.;;;;;;;;;;;;;x
VIETjewish.18.b;I can’t take them in, but they can settle in Israel as they please.;;;;;;;;;;;;;x
VIETjewish.18.desc;Since the restoration of Israel, many of our fellow Jews from around the world have “made aliyah,” or returned, to Israel. Today, a group of Italki, or Italian Jews, having recently arrived in Israel from the Italian peninsula, wish to make use of their talents and serve in your court.;;;;;;;;;;;;;x
W_L_1000052002;http://www.jewishencyclopedia.com/articles/1554-annas;;;;;;;;;;;;x;
W_L_1000052006;http://www.jewishencyclopedia.com/articles/3903-caiaphas;;;;;;;;;;;;x;
W_L_1000052007;http://www.jewishencyclopedia.com/articles/8765-jonathan-b-anan;;;;;;;;;;;;x;
W_L_1000052009;http://www.jewishencyclopedia.com/articles/3984-cantheras;;;;;;;;;;;;x;
ashkenazi;Ashkenazi;Ashkenazi;Ashkenazi;;Ashkenazi;;;;;;;;;x
ashkenazim;Ashkenazim;;;;;;;;;;;;;x
claim_descent_from_david;Claim Descent of David;;;;;;;;;;;;;x
claim_descent_from_david_desc;Perhaps I should strengthen my legitimacy as King of Israel by claiming descent from this illustrious figure...;;;;;;;;;;;;;x
d_exilarch;The Exilarchy;;;;;;;;;;;;;x
d_exilarch_karaite;The Karaite Exilarchy;;;;;;;;;;;;;x
d_israel_defense;Shield of the Third Temple;;;;;;;;;;;;;x
d_kohen_gadol;The Temple;;;;;;;;;;;;;x
d_kohen_gadol_adj;High Priestly;;;;;;;;;;;;;x
d_kohen_gadol_samaritan;Ar-Garizim;;;;;;;;;;;;;x
d_kohen_gadol_samaritan_adj;High Priestly;;;;;;;;;;;;;x
exilarch.0.a;I've found a suitable bride.;;;;;;;;;;;;;x
exilarch.0.desc;As Exilarch, it is important I get married if I want to continue the noble lineage of King David!;;;;;;;;;;;;;x
exilarch.1.a;Terrible news.;;;;;;;;;;;;;x
exilarch.1.b;Terrible news!;;;;;;;;;;;;;x
exilarch.1.c;I see...;;;;;;;;;;;;;x
exilarch.1.desc;The line of the Jewish Exilarchs has died out. These men, descended from the ancient and mighty King David, and who led the Diaspora through centuries of struggle, are no more.;;;;;;;;;;;;;x
exilarch.1.title;The Jewish Exilarchy Ends;;;;;;;;;;;;;x
exilarch.2.a;Terrible news.;;;;;;;;;;;;;x
